rating,review
1,"I bought a 2019 Camaro ZL1 Convertible that had 2100 miles from Dallad Auto Exchange They had it listed on Ebay . I called and spoke with Crockett and he assured me car was mint no scratches dents or dings.... So upon delivery of car that came shipped in a enclosed trailer I noticed the car had a decent amount of rock chips and I decent size scratch on the bumper Then I put the car on my lift in the garage and noticed the tire had a busted belt in the sidewall. I emailed the dealer and they told my Goodyear should cover this. I took car to local dealer they laughed and said No Then I took it to Discount tire and they told me to call Goodyear I called them and they refused I spent 2 days trying to get this $300 plus tire replaced. So I called Crockett and he agreed to pay for it. I thought ok greatwhat a stand up dealership.... So I ordered tire from discount tire. I went to have tire install and found out the Rim was bent and couldn't be repaired... So I emailed and called Crockett and his response was he wasn't paying for $1000 Rim.. So after paying $59,500 for what was supposed to be a mint cost me an additional $1500 to have a new rim and rock chips fixed Out of State buyers BEWARE and send someone locally to inspect 
The car"
1,"Destroyed new part during alignment, refused to admit fault. Had to buy a new part myself to get things fixed after much arguing. Will never come back here."
1,"Bought a Jeep from this place. Celled them after two or three days because it was making a noise. They did not call me back. Called them two more times afterwards, no return calls. The Jeep needed a new engine. This dealership showed us a false Carfax report.  We had to sell the Jeep for much less than we paid for it,  This place will not talk to us or respond to us at all.  They knew they sold us a Jeep that was in need of an engine.  SCAMMERS.  WARNING. DO NOT BUY FROM THIS PLACE."
1,"Purchased a vehicle, or I should say LEMON from Sunrise Used Cars in Lindenhurst last month, and was informed by the owner Joe at Sunrise, that he sold the car for Elite Motorsports. I have had problems with this vehicle within 2 days after picking it up. I called Joe at Sunrise and requested a refund, he refused and stated he sold the car for Elite Motorsports and to take it up with them. Can you believe the audacity? I paid Sunrise Used Cars and he is passing responsibility onto Elite Motorsports and then they denied Joe's claim. I found Elite Motorsports to be dishonest when I insisted something was terribly wrong with my vehicle, they told me to bring it to their location, and was promised a full diagnostic. I requested the diagnostic report, but they refused it, I asked for their Technician notes, and while Frank, their service manager was looking for them on his computer, he conveniently tells me he accidentally deleted them. I'm told the car was brought there for the inspection, yet how does a vehicle with extremely bad brakes, and other issues pass inspection? My vehicle goes back a second time, and this time I give them a diagnostic report from Audi and Elite Motorsports stated their diagnostic was inaccurate, Audi are thieves and they do not know what they're doing. Diagnostic Reports are inaccurate? REALLY? My vehicle has now been sitting for two days because it has a bad leak. Kai from Elite Motorsports promised me he would pick up my car, but the day my car  was suppose to be picked up he calls and states, his truck is down. TRUCK IS DOWN? You fix cars, why is your truck down for two days now? Just more lies. Then he has the audacity to tell me to pay for a tow to his shop. My car vibrates terribly, car is leaking oil (I believe transmission oil) that ruined my driveway. AC doesn't work, and I could go on and on. 
PLEASE HEED MY WARNING AND STAY FAR AWAY FROM SUNRISE USED CARS AND ELITE MOTORSPORTS. They are dishonest, and they are liars! 
The ONLY thing that brings me comfort is... G*d above sees everything, and people like this will eventually get what is coming to them. 
YOU SHOULD ALL BE ASHAMED OF YOURSELVES!"
1,"Flew in from Minneapolis a day before I needed to be here, just to see a particular car they have for sale.  I arrived beforetheir posted closing time only to find out they are closed early and no one is there.  I messaged them on FB through the ad they had posted asking if they closed early for the day, when they responded I explained the situation and was told that no they didn't leave early for the day. 
I pointed out the time I messaged them and that I had been there walking around their lot for a few minutes before that message and they were clearly closed early.  This person stated he would have a talk with the store manager in the morning.  Then we moved onto the car at hand and this same person running the FB account informed me I should go to a different dealership to see if I fit in the car they have for sale......???.... What?!  I'm a tall guy and want to see if I fit in a little sports car and see the condition of the car before I buy it, but since it's in the owners garage I can't sit in the car?! How are you going to sell it if you can't see it?  I've been in sales/recruiting for the Army for a long time and I have never seen anything like this.  I was 100% ready to buy the car and already had the shipping service ready to transport the car back to MN too.  I'm not sure how easy it is to throw $90,000 sales out the window like that, but as you told me ""good luck"" with your business, treating people like this.  Luckily for me there is another one in the same color just up the road.  "
1,"PLEASE, PLEASE and again PLEASE don't ever even think about buying a car from this company. People trust if you found this car lot you can find another one. All this car wants is your money. We bought a car from them yes (the saleman...snake) was nice. We was about 1 week late on a partical payment of about $160. First we called to make payment arrangements (thats was out the question). We called everyday letting them know we was going to make the payment the following week. They repoed our car at 5pm the day before we was going to make the payment (don't I said we called them everyday to let them know when the payment was going to be made. Total to get car back was $715.22. We had to pay repo fees, the partial payment plus the full payment that just came due. All this had to be paid 5 days before Christmas. Also you have to go downtown to make the payment...in person can not do it over the phone. You then have to go to Irving to pick up your car and that can not be done but on Mondays, Wednesdays, and Fridays between 9:30 - 12 and then 1:30 - 2. So I say please think and pray.  Spend your money with a car lot that cares about you the person not just your money. If we people would start working together we can show these companies who runs who!"
1,"Imagine my surprise when I thought I bought a 2016 POLESTAR car. I brought The car in for an oil change and to find out why the car is smoking from exhaust excessively? Well, I found our that the engine in the car DOES NOT belong to this 2016 but has been swapped with a 2012 engine, a standard engine with who knows how many miles is on it and not even a high output engine like what belongs in a Polestar! Imagine my disappointment when found out I bought A TOTAL FRAUD CAR! The opposite of what was supposed to be my dream car! BE AWARE!"
1,Went to buy a car on Thursday nights by Friday morning they were texting me and calling me that I need to bring it to the car back because of some fraudulent paperwork then they didn’t want to give me my down payment back. 
3,"This place is a joke! Do not buy from them! We got a car from them for over $18,000, we went to trade it in and they said the car is only worth $9,000 maybe. Not knowing (because they didn't pay attention) we got it from them. Saying the place we got it from ripped us off.. Then they realize we got it from them so they started ""working with us"" on the trade in value. 
They do NOT accept all credit, false advertising much!? We looked at a 2012 ford with 140,000 miles.. They wanted $20,000... You go to a legit dealership and they will charge that for a 2015 with less milage.. I've already researched this.. These people are money hungry!!! I've left reviews and comments on their facebook page but it keeps getting deleted. So buyers beware, they delete all negative reviews to make them look better."
2.7,"I have mistakenly purchased a vehicle from this place in February. I had to call for 2 weeks to get my first tag renewal and I have now been told that they are not extending the tags anymore. I will be driving illegally on June 8th and the only thing they told me was to go to the tax office. Their advice is for me to waste a day at the tax office, where they may or may not renew my tags, and then I get to pay for tags that the dealership should be handling. I still have no resolution and no one answers at the corporate number. Do not buy from this place. Terrible Customer Service!!"
3.6,I purchased a 2029 Stelvio from this second rated dealership. It has been one unanswered phone call after another. Had damaged items on my car that they were going to  order and replace. They installed used parts. Looking for my plates  2 months since I bought it and still don’t have them. Tried to call and speak to Mr Hamud and everyone at the dealership tries to cover up the problem and transfers me to wrong departments or straight to unidentiied voicemail. So maybe Mr Chris. Or Mr Joe Hamud would like to call. Jason has my number even though he doesn’t return calls or text messages very well and tells stories. Thanks Craig 
2.6,I was in the market for a Toyota. Mike saw me through every step and I was able to get exactly what I wanted! He treated me with utmost respect. Was not pushy at all (unlike with most other dealers). Just there to help guide me to a great decision! I highly recommend Ritz Auto Group and especially Mike!
2.5,"KNEW THESE FOLKS FOR A WHILE , SINCE 2012 , AND MAYBE EARLIER IN 2006 ?  SURE DO MISS AN HONEST CAR DEAL . SOMEHOW , NOW ITS ALL ABOUT THE PROFIT . THIS SURE IS NOT THE AFFORDABLE  , SIDE OF THE NEIGHBORHOOD . ONCE YOU HAVE BEEN SPRAYED BY THE SKUNK , TAKES TIME FOR THE STINK TOO WEAR-OFF !      WISH I HAD GONE ACROSS THE HIGHWAY AND DRANK SOME COFFEE , AND LOOKED AT A LEXUS . TOOK SOME ISSUES TO A MANAGER , ABOUT A CAR PROBLEM ; AND BASICALLY WAS CALLED A LIAR , BECAUSE THAT PERSON DID NOT SHARE THE CONVERSATION , WITH THE GENERAL MANAGER . OH  WELL , ITS BETTER TO MOVE ON TO WHERE THE AIR IS A LITTLE FRESHER !"
2.3,"Contacted Ahmad Khatib (owner) on 4/15/20 about a truck I was very interested in. I told him I wanted the truck and I offered to put a down payment. He told me no, I don't need to worry about that, I trust you, ill hold it for you. I called back again to confirm I had a pre-purchase inspection service coming out. He wouldn't allow it to be taken to a mechanic. I once again offered to put a down payment on the truck, he again said there's no need to, he’ll hold it for me. I called back again to confirm I had the inspection scheduled for first thing in the morning 4/16/20, as soon as they opened. The inspection was completed within about an hour, and I had the results. Everything came back great. I called Amar right after to tell him again that I wanted the truck, and that I am coming out to get it. I once again offered to put a deposit on it, and even asked him what I need to do to secure the purchase. He again informed me not to worry, he will hold it for me, no need for anything. A few hours later, I was off of work and home getting everything together, when I received a call from Amar, saying his ""brother"" sold it about an hour ago. Obviously I was not too happy about this and requested he reimburse me for the inspection I had done. He agreed to repay me, and said he will send me a check. I didn't have high hopes he would. Its been almost two months and I have not received a check or heard anything back from him."
